signal_name,timestamp,id_can,priority,value,unit,min,max
ACT_TORQUE B0,1763563405.007,0x18FF02EA,1,40.358661560076285,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.007,0x18FF02EA,1,25.455368282262178,°C,-40,215
ACT_SPEED A13,1763563405.007,0x18FF01F7,1,134.52887186692095,rpm,-32000,33535
ACT_TORQUE A13,1763563405.007,0x18FF01F7,1,20.179330780038143,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.007,0x18FF01F7,1,25.227684141131064,°C,-40,215
ACT_SPEED B13,1763563405.007,0x18FF01F7,1,134.52887186692095,rpm,-32000,33535
ACT_TORQUE B13,1763563405.007,0x18FF01F7,1,20.179330780038143,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.007,0x18FF01F7,1,25.227684141131064,°C,-40,215
SYSTEMENABLE,1763563405.007,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.057,0x18FF01EA,1,271.0649992880411,rpm,-32000,33535
ACT_TORQUE A0,1763563405.057,0x18FF01EA,1,40.65974989320617,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.057,0x18FF01EA,1,25.458230170041205,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.057,0x18FF01EA,1,1.1541978297050854,kW,-160,167.675
ACT_SPEED B0,1763563405.057,0x18FF02EA,1,271.0649992880411,rpm,-32000,33535
ACT_TORQUE B0,1763563405.057,0x18FF02EA,1,40.65974989320617,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.057,0x18FF02EA,1,25.458230170041205,°C,-40,215
ACT_SPEED A13,1763563405.057,0x18FF01F7,1,135.53249964402056,rpm,-32000,33535
ACT_TORQUE A13,1763563405.057,0x18FF01F7,1,20.329874946603084,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.057,0x18FF01F7,1,25.22911508502058,°C,-40,215
ACT_SPEED B13,1763563405.057,0x18FF01F7,1,135.53249964402056,rpm,-32000,33535
ACT_TORQUE B13,1763563405.057,0x18FF01F7,1,20.329874946603084,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.057,0x18FF01F7,1,25.22911508502058,°C,-40,215
SYSTEMENABLE,1763563405.057,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.107,0x18FF01EA,1,273.07286519380284,rpm,-32000,33535
ACT_TORQUE A0,1763563405.107,0x18FF01EA,1,40.960929779070426,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.107,0x18FF01EA,1,25.461085742119717,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.107,0x18FF01EA,1,1.1713601901532018,kW,-160,167.675
ACT_SPEED B0,1763563405.107,0x18FF02EA,1,273.07286519380284,rpm,-32000,33535
ACT_TORQUE B0,1763563405.107,0x18FF02EA,1,40.960929779070426,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.107,0x18FF02EA,1,25.461085742119717,°C,-40,215
ACT_SPEED A13,1763563405.107,0x18FF01F7,1,136.53643259690142,rpm,-32000,33535
ACT_TORQUE A13,1763563405.107,0x18FF01F7,1,20.480464889535213,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.107,0x18FF01F7,1,25.230542871059836,°C,-40,215
ACT_SPEED B13,1763563405.107,0x18FF01F7,1,136.53643259690142,rpm,-32000,33535
ACT_TORQUE B13,1763563405.107,0x18FF01F7,1,20.480464889535213,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.107,0x18FF01F7,1,25.230542871059836,°C,-40,215
SYSTEMENABLE,1763563405.107,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.157,0x18FF01EA,1,275.08081693025304,rpm,-32000,33535
ACT_TORQUE A0,1763563405.157,0x18FF01EA,1,41.262122539537955,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.157,0x18FF01EA,1,25.463934268521502,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.157,0x18FF01EA,1,1.1886499504086614,kW,-160,167.675
ACT_SPEED B0,1763563405.157,0x18FF02EA,1,275.08081693025304,rpm,-32000,33535
ACT_TORQUE B0,1763563405.157,0x18FF02EA,1,41.262122539537955,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.157,0x18FF02EA,1,25.463934268521502,°C,-40,215
ACT_SPEED A13,1763563405.157,0x18FF01F7,1,137.54040846512652,rpm,-32000,33535
ACT_TORQUE A13,1763563405.157,0x18FF01F7,1,20.631061269768978,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.157,0x18FF01F7,1,25.231967134260724,°C,-40,215
ACT_SPEED B13,1763563405.157,0x18FF01F7,1,137.54040846512652,rpm,-32000,33535
ACT_TORQUE B13,1763563405.157,0x18FF01F7,1,20.631061269768978,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.157,0x18FF01F7,1,25.231967134260724,°C,-40,215
SYSTEMENABLE,1763563405.157,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.207,0x18FF01EA,1,277.0892073568888,rpm,-32000,33535
ACT_TORQUE A0,1763563405.207,0x18FF01EA,1,41.56338110353332,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.207,0x18FF01EA,1,25.46677626386515,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.207,0x18FF01EA,1,1.2060701984553708,kW,-160,167.675
ACT_SPEED B0,1763563405.207,0x18FF02EA,1,277.0892073568888,rpm,-32000,33535
ACT_TORQUE B0,1763563405.207,0x18FF02EA,1,41.56338110353332,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.207,0x18FF02EA,1,25.46677626386515,°C,-40,215
ACT_SPEED A13,1763563405.207,0x18FF01F7,1,138.5446036784444,rpm,-32000,33535
ACT_TORQUE A13,1763563405.207,0x18FF01F7,1,20.78169055176666,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.207,0x18FF01F7,1,25.233388131932546,°C,-40,215
ACT_SPEED B13,1763563405.207,0x18FF01F7,1,138.5446036784444,rpm,-32000,33535
ACT_TORQUE B13,1763563405.207,0x18FF01F7,1,20.78169055176666,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.207,0x18FF01F7,1,25.233388131932546,°C,-40,215
SYSTEMENABLE,1763563405.207,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.257,0x18FF01EA,1,279.09809369416905,rpm,-32000,33535
ACT_TORQUE A0,1763563405.257,0x18FF01EA,1,41.86471405412536,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.257,0x18FF01EA,1,25.469611821905115,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.257,0x18FF01EA,1,1.2236215190656483,kW,-160,167.675
ACT_SPEED B0,1763563405.257,0x18FF02EA,1,279.09809369416905,rpm,-32000,33535
ACT_TORQUE B0,1763563405.257,0x18FF02EA,1,41.86471405412536,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.257,0x18FF02EA,1,25.469611821905115,°C,-40,215
ACT_SPEED A13,1763563405.257,0x18FF01F7,1,139.54904684708453,rpm,-32000,33535
ACT_TORQUE A13,1763563405.257,0x18FF01F7,1,20.93235702706268,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.257,0x18FF01F7,1,25.234805910952527,°C,-40,215
ACT_SPEED B13,1763563405.257,0x18FF01F7,1,139.54904684708453,rpm,-32000,33535
ACT_TORQUE B13,1763563405.257,0x18FF01F7,1,20.93235702706268,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.257,0x18FF01F7,1,25.234805910952527,°C,-40,215
SYSTEMENABLE,1763563405.257,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.307,0x18FF01EA,1,281.1057593283243,rpm,-32000,33535
ACT_TORQUE A0,1763563405.307,0x18FF01EA,1,42.16586389924865,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.307,0x18FF01EA,1,25.47243854697489,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.307,0x18FF01EA,1,1.2412888458616682,kW,-160,167.675
ACT_SPEED B0,1763563405.307,0x18FF02EA,1,281.1057593283243,rpm,-32000,33535
ACT_TORQUE B0,1763563405.307,0x18FF02EA,1,42.16586389924865,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.307,0x18FF02EA,1,25.47243854697489,°C,-40,215
ACT_SPEED A13,1763563405.307,0x18FF01F7,1,140.55287966416216,rpm,-32000,33535
ACT_TORQUE A13,1763563405.307,0x18FF01F7,1,21.082931949624324,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.307,0x18FF01F7,1,25.236219273487414,°C,-40,215
ACT_SPEED B13,1763563405.307,0x18FF01F7,1,140.55287966416216,rpm,-32000,33535
ACT_TORQUE B13,1763563405.307,0x18FF01F7,1,21.082931949624324,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.307,0x18FF01F7,1,25.236219273487414,°C,-40,215
SYSTEMENABLE,1763563405.307,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.357,0x18FF01EA,1,283.11423558564854,rpm,-32000,33535
ACT_TORQUE A0,1763563405.357,0x18FF01EA,1,42.46713533784728,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.357,0x18FF01EA,1,25.47525931254154,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.357,0x18FF01EA,1,1.259090015570941,kW,-160,167.675
ACT_SPEED B0,1763563405.357,0x18FF02EA,1,283.11423558564854,rpm,-32000,33535
ACT_TORQUE B0,1763563405.357,0x18FF02EA,1,42.46713533784728,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.357,0x18FF02EA,1,25.47525931254154,°C,-40,215
ACT_SPEED A13,1763563405.357,0x18FF01F7,1,141.55711779282427,rpm,-32000,33535
ACT_TORQUE A13,1763563405.357,0x18FF01F7,1,21.23356766892364,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.357,0x18FF01F7,1,25.23762965627074,°C,-40,215
ACT_SPEED B13,1763563405.357,0x18FF01F7,1,141.55711779282427,rpm,-32000,33535
ACT_TORQUE B13,1763563405.357,0x18FF01F7,1,21.23356766892364,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.357,0x18FF01F7,1,25.23762965627074,°C,-40,215
SYSTEMENABLE,1763563405.357,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.407,0x18FF01EA,1,285.1217772421427,rpm,-32000,33535
ACT_TORQUE A0,1763563405.407,0x18FF01EA,1,42.7682665863214,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.407,0x18FF01EA,1,25.478071691711317,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.407,0x18FF01EA,1,1.277009548503268,kW,-160,167.675
ACT_SPEED B0,1763563405.407,0x18FF02EA,1,285.1217772421427,rpm,-32000,33535
ACT_TORQUE B0,1763563405.407,0x18FF02EA,1,42.7682665863214,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.407,0x18FF02EA,1,25.478071691711317,°C,-40,215
ACT_SPEED A13,1763563405.407,0x18FF01F7,1,142.56088862107134,rpm,-32000,33535
ACT_TORQUE A13,1763563405.407,0x18FF01F7,1,21.3841332931607,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.407,0x18FF01F7,1,25.23903584585563,°C,-40,215
ACT_SPEED B13,1763563405.407,0x18FF01F7,1,142.56088862107134,rpm,-32000,33535
ACT_TORQUE B13,1763563405.407,0x18FF01F7,1,21.3841332931607,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.407,0x18FF01F7,1,25.23903584585563,°C,-40,215
SYSTEMENABLE,1763563405.407,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.457,0x18FF01EA,1,287.1301009115763,rpm,-32000,33535
ACT_TORQUE A0,1763563405.457,0x18FF01EA,1,43.06951513673644,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.457,0x18FF01EA,1,25.480878102272595,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.457,0x18FF01EA,1,1.2950627528980831,kW,-160,167.675
ACT_SPEED B0,1763563405.457,0x18FF02EA,1,287.1301009115763,rpm,-32000,33535
ACT_TORQUE B0,1763563405.457,0x18FF02EA,1,43.06951513673644,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.457,0x18FF02EA,1,25.480878102272595,°C,-40,215
ACT_SPEED A13,1763563405.457,0x18FF01F7,1,143.56505045578814,rpm,-32000,33535
ACT_TORQUE A13,1763563405.457,0x18FF01F7,1,21.53475756836822,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.457,0x18FF01F7,1,25.240439051136267,°C,-40,215
ACT_SPEED B13,1763563405.457,0x18FF01F7,1,143.56505045578814,rpm,-32000,33535
ACT_TORQUE B13,1763563405.457,0x18FF01F7,1,21.53475756836822,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.457,0x18FF01F7,1,25.240439051136267,°C,-40,215
SYSTEMENABLE,1763563405.457,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.507,0x18FF01EA,1,289.1401221212931,rpm,-32000,33535
ACT_TORQUE A0,1763563405.507,0x18FF01EA,1,43.37101831819396,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.507,0x18FF01EA,1,25.483679825247798,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.507,0x18FF01EA,1,1.313258093313168,kW,-160,167.675
ACT_SPEED B0,1763563405.507,0x18FF02EA,1,289.1401221212931,rpm,-32000,33535
ACT_TORQUE B0,1763563405.507,0x18FF02EA,1,43.37101831819396,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.507,0x18FF02EA,1,25.483679825247798,°C,-40,215
ACT_SPEED A13,1763563405.507,0x18FF01F7,1,144.57006106064654,rpm,-32000,33535
ACT_TORQUE A13,1763563405.507,0x18FF01F7,1,21.68550915909698,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.507,0x18FF01F7,1,25.24183991262387,°C,-40,215
ACT_SPEED B13,1763563405.507,0x18FF01F7,1,144.57006106064654,rpm,-32000,33535
ACT_TORQUE B13,1763563405.507,0x18FF01F7,1,21.68550915909698,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.507,0x18FF01F7,1,25.24183991262387,°C,-40,215
SYSTEMENABLE,1763563405.507,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.557,0x18FF01EA,1,291.14789265962315,rpm,-32000,33535
ACT_TORQUE A0,1763563405.557,0x18FF01EA,1,43.67218389894347,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.557,0x18FF01EA,1,25.486471390839228,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.557,0x18FF01EA,1,1.331559776942184,kW,-160,167.675
ACT_SPEED B0,1763563405.557,0x18FF02EA,1,291.14789265962315,rpm,-32000,33535
ACT_TORQUE B0,1763563405.557,0x18FF02EA,1,43.67218389894347,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.557,0x18FF02EA,1,25.486471390839228,°C,-40,215
ACT_SPEED A13,1763563405.557,0x18FF01F7,1,145.57394632981158,rpm,-32000,33535
ACT_TORQUE A13,1763563405.557,0x18FF01F7,1,21.836091949471736,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.557,0x18FF01F7,1,25.243235695419585,°C,-40,215
ACT_SPEED B13,1763563405.557,0x18FF01F7,1,145.57394632981158,rpm,-32000,33535
ACT_TORQUE B13,1763563405.557,0x18FF01F7,1,21.836091949471736,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.557,0x18FF01F7,1,25.243235695419585,°C,-40,215
SYSTEMENABLE,1763563405.557,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.607,0x18FF01EA,1,293.15664548249913,rpm,-32000,33535
ACT_TORQUE A0,1763563405.607,0x18FF01EA,1,43.97349682237487,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.607,0x18FF01EA,1,25.489257307790727,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.607,0x18FF01EA,1,1.3499971534802337,kW,-160,167.675
ACT_SPEED B0,1763563405.607,0x18FF02EA,1,293.15664548249913,rpm,-32000,33535
ACT_TORQUE B0,1763563405.607,0x18FF02EA,1,43.97349682237487,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.607,0x18FF02EA,1,25.489257307790727,°C,-40,215
ACT_SPEED A13,1763563405.607,0x18FF01F7,1,146.57832274124956,rpm,-32000,33535
ACT_TORQUE A13,1763563405.607,0x18FF01F7,1,21.986748411187435,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.607,0x18FF01F7,1,25.244628653895333,°C,-40,215
ACT_SPEED B13,1763563405.607,0x18FF01F7,1,146.57832274124956,rpm,-32000,33535
ACT_TORQUE B13,1763563405.607,0x18FF01F7,1,21.986748411187435,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.607,0x18FF01F7,1,25.244628653895333,°C,-40,215
SYSTEMENABLE,1763563405.607,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.657,0x18FF01EA,1,295.16772527070714,rpm,-32000,33535
ACT_TORQUE A0,1763563405.657,0x18FF01EA,1,44.27515879060607,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.657,0x18FF01EA,1,25.49203943690869,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.657,0x18FF01EA,1,1.368582878439894,kW,-160,167.675
ACT_SPEED B0,1763563405.657,0x18FF02EA,1,295.16772527070714,rpm,-32000,33535
ACT_TORQUE B0,1763563405.657,0x18FF02EA,1,44.27515879060607,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.657,0x18FF02EA,1,25.49203943690869,°C,-40,215
ACT_SPEED A13,1763563405.657,0x18FF01F7,1,147.58386263535357,rpm,-32000,33535
ACT_TORQUE A13,1763563405.657,0x18FF01F7,1,22.137579395303035,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.657,0x18FF01F7,1,25.246019718454317,°C,-40,215
ACT_SPEED B13,1763563405.657,0x18FF01F7,1,147.58386263535357,rpm,-32000,33535
ACT_TORQUE B13,1763563405.657,0x18FF01F7,1,22.137579395303035,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.657,0x18FF01F7,1,25.246019718454317,°C,-40,215
SYSTEMENABLE,1763563405.657,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.707,0x18FF01EA,1,297.17688817353917,rpm,-32000,33535
ACT_TORQUE A0,1763563405.707,0x18FF01EA,1,44.576533226030875,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.707,0x18FF01EA,1,25.49481193664622,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.707,0x18FF01EA,1,1.387277770413261,kW,-160,167.675
ACT_SPEED B0,1763563405.707,0x18FF02EA,1,297.17688817353917,rpm,-32000,33535
ACT_TORQUE B0,1763563405.707,0x18FF02EA,1,44.576533226030875,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.707,0x18FF02EA,1,25.49481193664622,°C,-40,215
ACT_SPEED A13,1763563405.707,0x18FF01F7,1,148.58844408676958,rpm,-32000,33535
ACT_TORQUE A13,1763563405.707,0x18FF01F7,1,22.288266613015438,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.707,0x18FF01F7,1,25.247405968323083,°C,-40,215
ACT_SPEED B13,1763563405.707,0x18FF01F7,1,148.58844408676958,rpm,-32000,33535
ACT_TORQUE B13,1763563405.707,0x18FF01F7,1,22.288266613015438,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.707,0x18FF01F7,1,25.247405968323083,°C,-40,215
SYSTEMENABLE,1763563405.707,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.757,0x18FF01EA,1,299.1851450857706,rpm,-32000,33535
ACT_TORQUE A0,1763563405.757,0x18FF01EA,1,44.87777176286559,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.757,0x18FF01EA,1,25.497576230866088,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.757,0x18FF01EA,1,1.4060909682688283,kW,-160,167.675
ACT_SPEED B0,1763563405.757,0x18FF02EA,1,299.1851450857706,rpm,-32000,33535
ACT_TORQUE B0,1763563405.757,0x18FF02EA,1,44.87777176286559,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.757,0x18FF02EA,1,25.497576230866088,°C,-40,215
ACT_SPEED A13,1763563405.757,0x18FF01F7,1,149.5925725428853,rpm,-32000,33535
ACT_TORQUE A13,1763563405.757,0x18FF01F7,1,22.438885881432796,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.757,0x18FF01F7,1,25.248788115433015,°C,-40,215
ACT_SPEED B13,1763563405.757,0x18FF01F7,1,149.5925725428853,rpm,-32000,33535
ACT_TORQUE B13,1763563405.757,0x18FF01F7,1,22.438885881432796,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.757,0x18FF01F7,1,25.248788115433015,°C,-40,215
SYSTEMENABLE,1763563405.757,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.807,0x18FF01EA,1,301.1941267904825,rpm,-32000,33535
ACT_TORQUE A0,1763563405.807,0x18FF01EA,1,45.17911901857238,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.807,0x18FF01EA,1,25.50033457732615,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.807,0x18FF01EA,1,1.4250377319051408,kW,-160,167.675
ACT_SPEED B0,1763563405.807,0x18FF02EA,1,301.1941267904825,rpm,-32000,33535
ACT_TORQUE B0,1763563405.807,0x18FF02EA,1,45.17911901857238,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.807,0x18FF02EA,1,25.50033457732615,°C,-40,215
ACT_SPEED A13,1763563405.807,0x18FF01F7,1,150.59706339524126,rpm,-32000,33535
ACT_TORQUE A13,1763563405.807,0x18FF01F7,1,22.58955950928619,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.807,0x18FF01F7,1,25.250167288663047,°C,-40,215
ACT_SPEED B13,1763563405.807,0x18FF01F7,1,150.59706339524126,rpm,-32000,33535
ACT_TORQUE B13,1763563405.807,0x18FF01F7,1,22.58955950928619,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.807,0x18FF01F7,1,25.250167288663047,°C,-40,215
SYSTEMENABLE,1763563405.807,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.857,0x18FF01EA,1,303.20387143464757,rpm,-32000,33535
ACT_TORQUE A0,1763563405.857,0x18FF01EA,1,45.480580715197135,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.857,0x18FF01EA,1,25.5030870380093,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.857,0x18FF01EA,1,1.4441185619377677,kW,-160,167.675
ACT_SPEED B0,1763563405.857,0x18FF02EA,1,303.20387143464757,rpm,-32000,33535
ACT_TORQUE B0,1763563405.857,0x18FF02EA,1,45.480580715197135,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.857,0x18FF02EA,1,25.5030870380093,°C,-40,215
ACT_SPEED A13,1763563405.857,0x18FF01F7,1,151.60193571732378,rpm,-32000,33535
ACT_TORQUE A13,1763563405.857,0x18FF01F7,1,22.740290357598568,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.857,0x18FF01F7,1,25.251543519004624,°C,-40,215
ACT_SPEED B13,1763563405.857,0x18FF01F7,1,151.60193571732378,rpm,-32000,33535
ACT_TORQUE B13,1763563405.857,0x18FF01F7,1,22.740290357598568,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.857,0x18FF01F7,1,25.251543519004624,°C,-40,215
SYSTEMENABLE,1763563405.857,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.907,0x18FF01EA,1,305.21368283601475,rpm,-32000,33535
ACT_TORQUE A0,1763563405.907,0x18FF01EA,1,45.78205242540221,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.907,0x18FF01EA,1,25.505832674876274,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.907,0x18FF01EA,1,1.4633269272749514,kW,-160,167.675
ACT_SPEED B0,1763563405.907,0x18FF02EA,1,305.21368283601475,rpm,-32000,33535
ACT_TORQUE B0,1763563405.907,0x18FF02EA,1,45.78205242540221,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.907,0x18FF02EA,1,25.505832674876274,°C,-40,215
ACT_SPEED A13,1763563405.907,0x18FF01F7,1,152.60684141800738,rpm,-32000,33535
ACT_TORQUE A13,1763563405.907,0x18FF01F7,1,22.891026212701107,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.907,0x18FF01F7,1,25.252916337438112,°C,-40,215
ACT_SPEED B13,1763563405.907,0x18FF01F7,1,152.60684141800738,rpm,-32000,33535
ACT_TORQUE B13,1763563405.907,0x18FF01F7,1,22.891026212701107,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.907,0x18FF01F7,1,25.252916337438112,°C,-40,215
SYSTEMENABLE,1763563405.907,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563405.957,0x18FF01EA,1,307.221987431962,rpm,-32000,33535
ACT_TORQUE A0,1763563405.957,0x18FF01EA,1,46.0832981147943,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563405.957,0x18FF01EA,1,25.508569368242625,°C,-40,215
ACT_DCBUSPOWER A0,1763563405.957,0x18FF01EA,1,1.4826476525548953,kW,-160,167.675
ACT_SPEED B0,1763563405.957,0x18FF02EA,1,307.221987431962,rpm,-32000,33535
ACT_TORQUE B0,1763563405.957,0x18FF02EA,1,46.0832981147943,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563405.957,0x18FF02EA,1,25.508569368242625,°C,-40,215
ACT_SPEED A13,1763563405.957,0x18FF01F7,1,153.610993715981,rpm,-32000,33535
ACT_TORQUE A13,1763563405.957,0x18FF01F7,1,23.04164905739715,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563405.957,0x18FF01F7,1,25.254284684121288,°C,-40,215
ACT_SPEED B13,1763563405.957,0x18FF01F7,1,153.610993715981,rpm,-32000,33535
ACT_TORQUE B13,1763563405.957,0x18FF01F7,1,23.04164905739715,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563405.957,0x18FF01F7,1,25.254284684121288,°C,-40,215
SYSTEMENABLE,1763563405.957,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563406.007,0x18FF01EA,1,309.23037785859776,rpm,-32000,33535
ACT_TORQUE A0,1763563406.007,0x18FF01EA,1,46.384556678789664,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563406.007,0x18FF01EA,1,25.511299307702558,°C,-40,215
ACT_DCBUSPOWER A0,1763563406.007,0x18FF01EA,1,1.5020959250796597,kW,-160,167.675
ACT_SPEED B0,1763563406.007,0x18FF02EA,1,309.23037785859776,rpm,-32000,33535
ACT_TORQUE B0,1763563406.007,0x18FF02EA,1,46.384556678789664,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563406.007,0x18FF02EA,1,25.511299307702558,°C,-40,215
ACT_SPEED A13,1763563406.007,0x18FF01F7,1,154.61518892929888,rpm,-32000,33535
ACT_TORQUE A13,1763563406.007,0x18FF01F7,1,23.192278339394832,Nm,-6400,6707
